Thorlabs Beam
Version: 9.2.5999.580
Date: 1/7/2026
Time: 2:58:59 PM

Device: BP209-VIS/M
S/N: M01234735
ScanRate [Hz]: 10
Gain X: 5
Gain Y: 5
Bandwidth X [kHz]: 125.002
Bandwidth Y [kHz]: 125.002
Base Level X [digits]: 3168.66
Base Level Y [digits]: 3126.27
Wavelength [nm]: 1064

Pos X [µm];X;Pos Y [µm];Y;
4500.55;3.23e+01;-4500.55;2.88e+02;
4499.37;4.23e+01;-4499.37;3.48e+02;
4498.19;1.73e+01;-4498.19;3.50e+02;
4497.01;5.83e+01;-4497.01;3.33e+02;
4495.83;5.43e+01;-4495.83;3.46e+02;
4494.65;3.83e+01;-4494.65;3.40e+02;
4493.47;-2.87e+01;-4493.47;3.35e+02;
4492.29;3.23e+01;-4492.29;2.94e+02;
4491.11;2.73e+01;-4491.11;3.46e+02;
4489.93;1.83e+01;-4489.93;3.48e+02;
4488.75;3.53e+01;-4488.75;3.40e+02;
4487.56;3.33e+01;-4487.56;3.01e+02;
4486.38;3.33e+01;-4486.38;3.39e+02;
4485.2;7.34e+00;-4485.2;3.37e+02;
4484.02;5.03e+01;-4484.02;3.29e+02;
4482.84;5.63e+01;-4482.84;3.53e+02;
4481.66;5.23e+01;-4481.66;3.60e+02;
4480.48;-8.66e+00;-4480.48;3.62e+02;
4479.3;4.73e+01;-4479.3;3.14e+02;
4478.12;4.23e+01;-4478.12;3.67e+02;
4476.94;3.43e+01;-4476.94;3.70e+02;
4475.76;5.93e+01;-4475.76;3.65e+02;
4474.58;6.03e+01;-4474.58;3.44e+02;
4473.4;6.53e+01;-4473.4;3.79e+02;
4472.22;2.93e+01;-4472.22;3.78e+02;
4471.04;6.83e+01;-4471.04;3.60e+02;
4469.86;6.03e+01;-4469.86;3.72e+02;
4468.68;4.83e+01;-4468.68;3.69e+02;
4467.5;-6.66e+00;-4467.5;3.67e+02;
4466.32;5.63e+01;-4466.32;3.26e+02;
4465.13;6.13e+01;-4465.13;3.80e+02;
4463.95;5.13e+01;-4463.95;3.82e+02;
4462.77;6.73e+01;-4462.77;3.71e+02;
4461.59;6.63e+01;-4461.59;3.62e+02;
4460.41;5.93e+01;-4460.41;3.75e+02;
4459.23;1.13e+01;-4459.23;3.80e+02;
4458.05;5.93e+01;-4458.05;3.69e+02;
4456.87;6.03e+01;-4456.87;3.98e+02;
4455.69;5.83e+01;-4455.69;4.00e+02;
4454.51;3.43e+01;-4454.51;3.96e+02;
4453.33;6.93e+01;-4453.33;3.40e+02;
4452.15;6.93e+01;-4452.15;3.98e+02;
4450.97;5.33e+01;-4450.97;4.02e+02;
4449.79;7.73e+01;-4449.79;3.98e+02;
4448.61;8.13e+01;-4448.61;3.88e+02;
4447.43;8.03e+01;-4447.43;4.11e+02;
4446.25;4.13e+01;-4446.25;4.11e+02;
4445.07;8.33e+01;-4445.07;3.98e+02;
4443.88;7.93e+01;-4443.88;4.20e+02;
4442.7;6.53e+01;-4442.7;4.27e+02;
4441.52;1.03e+01;-4441.52;4.26e+02;
4440.34;6.53e+01;-4440.34;3.73e+02;
4439.16;6.93e+01;-4439.16;4.26e+02;
4437.98;6.33e+01;-4437.98;4.18e+02;
4436.8;8.83e+01;-4436.8;4.04e+02;
4435.62;9.83e+01;-4435.62;4.03e+02;
4434.44;9.93e+01;-4434.44;4.19e+02;
4433.26;5.03e+01;-4433.26;4.27e+02;
4432.08;9.93e+01;-4432.08;4.14e+02;
4430.9;9.33e+01;-4430.9;4.48e+02;
4429.72;8.23e+01;-4429.72;4.53e+02;
4428.54;6.13e+01;-4428.54;4.48e+02;
4427.36;9.13e+01;-4427.36;3.89e+02;
4426.18;9.53e+01;-4426.18;4.52e+02;
4425;8.53e+01;-4425;4.55e+02;
4423.82;1.06e+02;-4423.82;4.48e+02;
4422.64;1.05e+02;-4422.64;4.53e+02;
4421.45;9.93e+01;-4421.45;4.61e+02;
4420.27;5.33e+01;-4420.27;4.57e+02;
4419.09;9.63e+01;-4419.09;4.34e+02;
4417.91;9.43e+01;-4417.91;4.53e+02;
4416.73;8.73e+01;-4416.73;4.57e+02;
4415.55;7.13e+01;-4415.55;4.56e+02;
4414.37;1.11e+02;-4414.37;3.95e+02;
4413.19;1.15e+02;-4413.19;4.63e+02;
4412.01;1.02e+02;-4412.01;4.59e+02;
4410.83;1.19e+02;-4410.83;4.52e+02;
4409.65;1.20e+02;-4409.65;4.72e+02;
4408.47;1.19e+02;-4408.47;4.79e+02;
4407.29;7.03e+01;-4407.29;4.89e+02;
4406.11;1.33e+02;-4406.11;4.72e+02;
4404.93;1.33e+02;-4404.93;5.01e+02;
4403.75;1.21e+02;-4403.75;4.97e+02;
4402.57;1.13e+02;-4402.57;4.88e+02;
4401.39;1.15e+02;-4401.39;4.25e+02;
4400.23;1.11e+02;-4400.23;4.88e+02;
4399.08;9.33e+01;-4399.08;4.91e+02;
4397.93;1.23e+02;-4397.93;4.84e+02;
4396.77;1.27e+02;-4396.77;5.03e+02;
4395.62;1.20e+02;-4395.62;4.98e+02;
4394.47;5.33e+01;-4394.47;4.93e+02;
4393.31;1.09e+02;-4393.31;4.62e+02;
4392.16;1.07e+02;-4392.16;4.92e+02;
4391.01;1.04e+02;-4391.01;4.97e+02;
4389.85;1.01e+02;-4389.85;4.97e+02;
4388.7;1.30e+02;-4388.7;4.39e+02;
4387.55;1.29e+02;-4387.55;5.10e+02;
4386.4;1.03e+02;-4386.4;5.08e+02;
4385.24;1.21e+02;-4385.24;4.95e+02;
4384.09;1.17e+02;-4384.09;5.06e+02;
4382.94;1.15e+02;-4382.94;5.02e+02;
4381.78;5.93e+01;-4381.78;5.04e+02;
4380.63;1.35e+02;-4380.63;4.90e+02;
4379.48;1.41e+02;-4379.48;5.22e+02;
4378.32;1.33e+02;-4378.32;5.30e+02;
4377.17;1.34e+02;-4377.17;5.32e+02;
4376.02;1.36e+02;-4376.02;4.74e+02;
4374.86;1.30e+02;-4374.86;5.34e+02;
4373.71;1.01e+02;-4373.71;5.31e+02;
4372.56;1.29e+02;-4372.56;5.22e+02;
4371.41;1.27e+02;-4371.41;5.31e+02;
4370.25;1.25e+02;-4370.25;5.38e+02;
4369.1;6.63e+01;-4369.1;5.40e+02;
4367.95;1.29e+02;-4367.95;5.16e+02;
4366.79;1.27e+02;-4366.79;5.45e+02;
4365.64;1.13e+02;-4365.64;5.44e+02;
4364.49;1.25e+02;-4364.49;5.33e+02;
4363.33;1.27e+02;-4363.33;4.65e+02;
4362.18;1.29e+02;-4362.18;5.28e+02;
4361.03;1.11e+02;-4361.03;5.27e+02;
4359.87;1.43e+02;-4359.87;5.22e+02;
4358.72;1.48e+02;-4358.72;5.40e+02;
4357.57;1.47e+02;-4357.57;5.48e+02;
4356.42;8.73e+01;-4356.42;5.56e+02;
4355.26;1.53e+02;-4355.26;5.40e+02;
4354.11;1.48e+02;-4354.11;5.74e+02;
4352.96;1.38e+02;-4352.96;5.76e+02;
4351.8;1.36e+02;-4351.8;5.70e+02;
