Thorlabs Beam
Version: 9.2.5999.580
Date: 1/7/2026
Time: 2:37:54 PM

Device: BP209-VIS/M
S/N: M01234735
ScanRate [Hz]: 10
Gain X: 5
Gain Y: 5
Bandwidth X [kHz]: 125.002
Bandwidth Y [kHz]: 125.002
Base Level X [digits]: 3137.69
Base Level Y [digits]: 3090.43
Wavelength [nm]: 1064

Pos X [µm];X;Pos Y [µm];Y;
4500.55;6.31e+00;-4500.55;1.36e+01;
4499.37;-1.77e+01;-4499.37;1.36e+01;
4498.19;1.03e+01;-4498.19;1.06e+01;
4497.01;1.23e+01;-4497.01;-2.74e+01;
4495.83;-5.69e+00;-4495.83;1.96e+01;
4494.65;1.43e+01;-4494.65;1.86e+01;
4493.47;1.43e+01;-4493.47;1.06e+01;
4492.29;1.13e+01;-4492.29;-3.44e+01;
4491.11;-3.97e+01;-4491.11;1.16e+01;
4489.93;1.53e+01;-4489.93;9.57e+00;
4488.75;1.43e+01;-4488.75;-4.43e+00;
4487.56;1.31e+00;-4487.56;1.66e+01;
4486.38;-6.88e-01;-4486.38;1.76e+01;
4485.2;1.23e+01;-4485.2;1.36e+01;
4484.02;1.23e+01;-4484.02;-4.04e+01;
4482.84;-6.69e+00;-4482.84;1.06e+01;
4481.66;1.23e+01;-4481.66;9.57e+00;
4480.48;9.31e+00;-4480.48;-4.30e-01;
4479.3;3.12e-01;-4479.3;-2.24e+01;
4478.12;-6.27e+01;-4478.12;1.36e+01;
4476.94;9.31e+00;-4476.94;1.36e+01;
4475.76;1.23e+01;-4475.76;-4.30e-01;
4474.58;3.31e+00;-4474.58;1.56e+01;
4473.4;1.63e+01;-4473.4;1.66e+01;
4472.22;1.43e+01;-4472.22;1.16e+01;
4471.04;8.31e+00;-4471.04;-4.24e+01;
4469.86;-1.27e+01;-4469.86;1.66e+01;
4468.68;1.53e+01;-4468.68;1.16e+01;
4467.5;1.63e+01;-4467.5;1.57e+00;
4466.32;1.23e+01;-4466.32;8.57e+00;
4465.13;-4.67e+01;-4465.13;1.36e+01;
4463.95;9.31e+00;-4463.95;9.57e+00;
4462.77;8.31e+00;-4462.77;-1.54e+01;
4461.59;3.12e-01;-4461.59;1.66e+01;
4460.41;2.31e+00;-4460.41;1.66e+01;
4459.23;1.63e+01;-4459.23;1.16e+01;
4458.05;1.53e+01;-4458.05;-5.04e+01;
4456.87;-8.69e+00;-4456.87;1.26e+01;
4455.69;9.31e+00;-4455.69;8.57e+00;
4454.51;9.31e+00;-4454.51;-1.43e+00;
4453.33;6.31e+00;-4453.33;1.26e+01;
4452.15;-5.17e+01;-4452.15;1.36e+01;
4450.97;1.63e+01;-4450.97;1.26e+01;
4449.79;1.43e+01;-4449.79;-1.24e+01;
4448.61;3.31e+00;-4448.61;1.66e+01;
4447.43;1.43e+01;-4447.43;1.66e+01;
4446.25;8.31e+00;-4446.25;9.57e+00;
4445.07;3.31e+00;-4445.07;-5.44e+01;
4443.88;-2.47e+01;-4443.88;1.56e+01;
4442.7;6.31e+00;-4442.7;1.56e+01;
4441.52;1.03e+01;-4441.52;6.57e+00;
4440.34;1.03e+01;-4440.34;2.36e+01;
4439.16;-4.57e+01;-4439.16;1.76e+01;
4437.98;1.93e+01;-4437.98;1.56e+01;
4436.8;1.83e+01;-4436.8;-1.94e+01;
4435.62;9.31e+00;-4435.62;1.46e+01;
4434.44;2.13e+01;-4434.44;1.36e+01;
4433.26;1.73e+01;-4433.26;8.57e+00;
4432.08;1.13e+01;-4432.08;-4.64e+01;
4430.9;-2.27e+01;-4430.9;1.96e+01;
4429.72;7.31e+00;-4429.72;1.76e+01;
4428.54;6.31e+00;-4428.54;1.57e+00;
4427.36;3.31e+00;-4427.36;1.66e+01;
4426.18;-5.67e+01;-4426.18;1.36e+01;
4425;1.53e+01;-4425;9.57e+00;
4423.82;1.63e+01;-4423.82;-2.64e+01;
4422.64;6.31e+00;-4422.64;1.36e+01;
4421.45;2.23e+01;-4421.45;1.56e+01;
4420.27;1.33e+01;-4420.27;9.57e+00;
4419.09;9.31e+00;-4419.09;-3.74e+01;
4417.91;-2.57e+01;-4417.91;1.86e+01;
4416.73;1.13e+01;-4416.73;1.66e+01;
4415.55;1.43e+01;-4415.55;-4.30e-01;
4414.37;1.03e+01;-4414.37;1.36e+01;
4413.19;-4.87e+01;-4413.19;1.16e+01;
4412.01;1.73e+01;-4412.01;8.57e+00;
4410.83;1.73e+01;-4410.83;-4.24e+01;
4409.65;5.31e+00;-4409.65;1.56e+01;
4408.47;2.63e+01;-4408.47;1.76e+01;
4407.29;1.83e+01;-4407.29;1.06e+01;
4406.11;1.53e+01;-4406.11;-1.14e+01;
4404.93;-2.47e+01;-4404.93;1.36e+01;
4403.75;1.43e+01;-4403.75;1.16e+01;
4402.57;1.03e+01;-4402.57;-1.14e+01;
4401.39;2.31e+00;-4401.39;1.46e+01;
4400.23;-3.77e+01;-4400.23;1.36e+01;
4399.08;1.43e+01;-4399.08;8.57e+00;
4397.93;1.53e+01;-4397.93;-5.04e+01;
4396.77;4.31e+00;-4396.77;1.16e+01;
4395.62;1.63e+01;-4395.62;1.16e+01;
4394.47;1.53e+01;-4394.47;5.57e+00;
4393.31;1.13e+01;-4393.31;4.57e+00;
4392.16;-2.97e+01;-4392.16;1.86e+01;
4391.01;1.83e+01;-4391.01;1.46e+01;
4389.85;1.83e+01;-4389.85;-9.43e+00;
4388.7;8.31e+00;-4388.7;9.57e+00;
4387.55;-3.37e+01;-4387.55;1.36e+01;
4386.4;6.31e+00;-4386.4;1.06e+01;
4385.24;6.31e+00;-4385.24;-4.24e+01;
4384.09;-7.69e+00;-4384.09;1.66e+01;
4382.94;1.53e+01;-4382.94;1.46e+01;
4381.78;1.53e+01;-4381.78;3.57e+00;
4380.63;1.43e+01;-4380.63;-1.43e+00;
4379.48;-3.77e+01;-4379.48;1.16e+01;
4378.32;1.23e+01;-4378.32;1.06e+01;
4377.17;1.03e+01;-4377.17;-7.43e+00;
4376.02;1.31e+00;-4376.02;1.66e+01;
4374.86;-1.67e+01;-4374.86;1.56e+01;
4373.71;1.13e+01;-4373.71;9.57e+00;
4372.56;1.13e+01;-4372.56;-4.84e+01;
4371.41;-3.69e+00;-4371.41;1.46e+01;
4370.25;1.63e+01;-4370.25;1.56e+01;
4369.1;1.63e+01;-4369.1;4.57e+00;
4367.95;1.03e+01;-4367.95;1.66e+01;
4366.79;-4.77e+01;-4366.79;1.36e+01;
4365.64;1.03e+01;-4365.64;8.57e+00;
4364.49;7.31e+00;-4364.49;-1.84e+01;
4363.33;-6.88e-01;-4363.33;1.06e+01;
4362.18;-8.69e+00;-4362.18;1.06e+01;
