Thorlabs Beam
Version: 9.2.5999.580
Date: 1/7/2026
Time: 2:44:50 PM

Device: BP209-VIS/M
S/N: M01234735
ScanRate [Hz]: 10
Gain X: 5
Gain Y: 5
Bandwidth X [kHz]: 125.002
Bandwidth Y [kHz]: 125.002
Base Level X [digits]: 3138.68
Base Level Y [digits]: 3132.96
Wavelength [nm]: 1064

Pos X [µm];X;Pos Y [µm];Y;
4500.55;-1.07e+01;-4500.55;-3.30e+01;
4499.37;1.33e+01;-4499.4;1.50e+01;
4498.19;1.33e+01;-4498.24;1.50e+01;
4497.01;7.32e+00;-4497.09;9.04e+00;
4495.83;-5.07e+01;-4495.94;-1.90e+01;
4494.65;1.33e+01;-4494.79;2.20e+01;
4493.47;1.13e+01;-4493.63;2.00e+01;
4492.29;2.32e+00;-4492.48;2.04e+00;
4491.11;-1.07e+01;-4491.33;1.50e+01;
4489.93;1.03e+01;-4490.17;1.50e+01;
4488.75;8.32e+00;-4489.02;1.40e+01;
4487.56;-9.68e+00;-4487.87;-3.80e+01;
4486.38;9.32e+00;-4486.71;2.20e+01;
4485.2;9.32e+00;-4485.56;1.90e+01;
4484.02;5.32e+00;-4484.41;6.04e+00;
4482.84;-5.37e+01;-4483.25;5.04e+00;
4481.66;9.32e+00;-4482.1;1.20e+01;
4480.48;1.03e+01;-4480.95;1.10e+01;
4479.3;3.32e+00;-4479.8;-6.96e+00;
4478.12;1.43e+01;-4478.64;2.10e+01;
4476.94;1.33e+01;-4477.49;2.30e+01;
4475.76;1.03e+01;-4476.34;1.90e+01;
4474.58;-1.27e+01;-4475.18;-4.40e+01;
4473.4;1.43e+01;-4474.03;1.80e+01;
4472.22;1.33e+01;-4472.88;1.50e+01;
4471.04;9.32e+00;-4471.72;7.04e+00;
4469.86;-4.97e+01;-4470.57;9.04e+00;
4468.68;1.03e+01;-4469.42;1.90e+01;
4467.5;7.32e+00;-4468.26;1.30e+01;
4466.32;-1.68e+00;-4467.11;-8.96e+00;
4465.13;-1.27e+01;-4465.96;1.20e+01;
4463.95;1.13e+01;-4464.81;1.50e+01;
4462.77;9.32e+00;-4463.65;1.40e+01;
4461.59;-1.47e+01;-4462.5;-4.90e+01;
4460.41;9.32e+00;-4461.35;1.90e+01;
4459.23;1.03e+01;-4460.19;1.50e+01;
4458.05;7.32e+00;-4459.04;4.04e+00;
4456.87;-5.27e+01;-4457.89;1.10e+01;
4455.69;1.33e+01;-4456.73;9.04e+00;
4454.51;1.33e+01;-4455.58;8.04e+00;
4453.33;1.32e+00;-4454.43;-6.96e+00;
4452.15;1.73e+01;-4453.27;1.90e+01;
4450.97;1.33e+01;-4452.12;2.30e+01;
4449.81;8.32e+00;-4450.97;2.10e+01;
4448.66;-2.47e+01;-4449.76;-4.20e+01;
4447.51;1.03e+01;-4448.55;1.90e+01;
4446.36;1.03e+01;-4447.34;1.40e+01;
4445.2;5.32e+00;-4446.13;3.04e+00;
4444.05;-5.37e+01;-4444.92;1.20e+01;
4442.9;7.32e+00;-4443.71;1.60e+01;
4441.74;5.32e+00;-4442.5;1.60e+01;
4440.59;-4.68e+00;-4441.29;-5.96e+00;
4439.44;1.43e+01;-4440.08;1.50e+01;
4438.28;1.13e+01;-4438.88;1.50e+01;
4437.13;1.03e+01;-4437.67;9.04e+00;
4435.98;-2.57e+01;-4436.46;-4.50e+01;
4434.83;1.13e+01;-4435.25;1.90e+01;
4433.67;1.03e+01;-4434.04;1.90e+01;
4432.52;9.32e+00;-4432.83;7.04e+00;
4431.37;-5.27e+01;-4431.62;1.20e+01;
4430.21;1.73e+01;-4430.41;1.50e+01;
4429.06;1.43e+01;-4429.2;1.50e+01;
4427.91;1.32e+00;-4427.99;-4.96e+00;
4426.75;1.33e+01;-4426.78;2.30e+01;
4425.6;9.32e+00;-4425.57;2.20e+01;
4424.45;1.03e+01;-4424.36;1.50e+01;
4423.29;-1.87e+01;-4423.15;-5.00e+01;
4422.14;1.53e+01;-4421.94;1.40e+01;
4420.99;1.33e+01;-4420.73;1.20e+01;
4419.83;3.32e+00;-4419.53;3.04e+00;
4418.68;-5.87e+01;-4418.32;2.30e+01;
4417.53;5.32e+00;-4417.11;2.00e+01;
4416.38;6.32e+00;-4415.9;2.00e+01;
4415.22;-2.68e+00;-4414.69;-1.10e+01;
4414.07;2.43e+01;-4413.48;1.90e+01;
4412.92;1.93e+01;-4412.27;1.70e+01;
4411.76;1.43e+01;-4411.06;1.00e+01;
4410.61;-2.47e+01;-4409.85;-5.30e+01;
4409.46;1.33e+01;-4408.64;2.20e+01;
4408.3;1.13e+01;-4407.43;2.30e+01;
4407.15;5.32e+00;-4406.22;1.20e+01;
4406;-3.47e+01;-4405.01;2.20e+01;
4404.84;1.73e+01;-4403.8;1.30e+01;
4403.69;1.53e+01;-4402.59;1.00e+01;
4402.54;3.20e-01;-4401.39;-2.10e+01;
4401.39;9.32e+00;-4400.26;1.90e+01;
4400.23;7.32e+00;-4399.13;2.20e+01;
4399.08;3.32e+00;-4398;1.90e+01;
4397.93;-3.97e+01;-4396.88;-3.80e+01;
4396.77;1.13e+01;-4395.75;2.00e+01;
4395.62;1.33e+01;-4394.62;1.70e+01;
4394.47;7.32e+00;-4393.5;4.04e+00;
4393.31;-3.07e+01;-4392.37;2.10e+01;
4392.16;1.13e+01;-4391.24;1.90e+01;
4391.01;7.32e+00;-4390.12;1.50e+01;
4389.85;-9.68e+00;-4388.99;-2.60e+01;
4388.7;5.32e+00;-4387.86;1.30e+01;
4387.55;5.32e+00;-4386.74;1.30e+01;
4386.4;3.32e+00;-4385.61;1.00e+01;
4385.24;-3.77e+01;-4384.48;-4.90e+01;
4384.09;9.32e+00;-4383.36;1.70e+01;
4382.94;1.33e+01;-4382.23;1.30e+01;
4381.78;9.32e+00;-4381.1;-1.96e+00;
4380.63;-4.47e+01;-4379.98;1.50e+01;
4379.48;2.13e+01;-4378.85;1.20e+01;
4378.32;1.83e+01;-4377.72;1.50e+01;
4377.17;-6.80e-01;-4376.59;-2.00e+01;
4376.02;4.32e+00;-4375.47;2.20e+01;
4374.86;3.20e-01;-4374.34;2.10e+01;
4373.71;-2.68e+00;-4373.21;1.30e+01;
4372.56;-4.47e+01;-4372.09;-4.20e+01;
4371.41;1.33e+01;-4370.96;1.70e+01;
4370.25;1.53e+01;-4369.83;1.50e+01;
4369.1;9.32e+00;-4368.71;1.04e+00;
4367.95;-1.67e+01;-4367.58;2.10e+01;
4366.79;9.32e+00;-4366.45;1.30e+01;
4365.64;3.32e+00;-4365.33;1.10e+01;
4364.49;-1.27e+01;-4364.2;-2.50e+01;
4363.33;6.32e+00;-4363.07;1.50e+01;
4362.18;8.32e+00;-4361.94;1.50e+01;
4361.03;8.32e+00;-4360.82;5.04e+00;
4359.87;-5.17e+01;-4359.69;-5.20e+01;
4358.72;1.03e+01;-4358.56;8.04e+00;
4357.57;9.32e+00;-4357.44;5.04e+00;
4356.42;1.32e+00;-4356.31;-6.96e+00;
4355.26;-2.68e+00;-4355.18;9.04e+00;
4354.11;1.23e+01;-4354.06;1.70e+01;
4352.96;8.32e+00;-4352.93;2.00e+01;
4351.8;-1.27e+01;-4351.8;-1.50e+01;
4350.62;7.32e+00;-4350.62;2.50e+01;
4349.44;6.32e+00;-4349.44;2.10e+01;
4348.26;2.32e+00;-4348.26;1.10e+01;
4347.08;-6.07e+01;-4347.08;-4.10e+01;
4345.9;8.32e+00;-4345.9;1.40e+01;
4344.72;1.03e+01;-4344.72;1.20e+01;
4343.54;2.32e+00;-4343.54;-9.61e-01;
4342.36;1.63e+01;-4342.36;2.00e+01;
4341.18;9.32e+00;-4341.18;1.50e+01;
4340;3.32e+00;-4340;1.40e+01;
4338.82;-2.27e+01;-4338.82;-2.90e+01;
4337.64;5.32e+00;-4337.64;1.60e+01;
4336.46;7.32e+00;-4336.46;1.50e+01;
4335.28;6.32e+00;-4335.28;7.04e+00;
4334.1;-5.37e+01;-4334.1;-3.10e+01;
4332.91;1.33e+01;-4332.91;1.70e+01;
4331.73;1.33e+01;-4331.73;1.70e+01;
4330.55;1.32e+00;-4330.55;3.04e+00;
4329.37;2.03e+01;-4329.37;1.50e+01;
4328.19;1.33e+01;-4328.19;1.50e+01;
4327.01;6.32e+00;-4327.01;1.20e+01;
