Thorlabs Beam
Version: 9.2.5999.580
Date: 1/7/2026
Time: 2:50:46 PM

Device: BP209-VIS/M
S/N: M01234735
ScanRate [Hz]: 10
Gain X: 5
Gain Y: 5
Bandwidth X [kHz]: 125.002
Bandwidth Y [kHz]: 125.002
Base Level X [digits]: 3141.52
Base Level Y [digits]: 3129.88
Wavelength [nm]: 1064

Pos X [µm];X;Pos Y [µm];Y;
4500.55;1.65e+01;-4500.55;9.12e+00;
4499.37;1.25e+01;-4499.37;-2.49e+01;
4498.19;1.55e+01;-4498.19;2.12e+00;
4497.01;1.85e+01;-4497.01;1.17e-01;
4495.83;9.48e+00;-4495.83;-6.88e+00;
4494.65;-2.15e+01;-4494.65;2.01e+01;
4493.47;-5.23e-01;-4493.47;2.91e+01;
4492.29;1.48e+00;-4492.29;2.81e+01;
4491.11;-5.23e-01;-4491.11;-3.39e+01;
4489.93;-6.05e+01;-4489.93;1.71e+01;
4488.75;1.55e+01;-4488.75;4.12e+00;
4487.56;1.25e+01;-4487.56;-1.49e+01;
4486.38;-1.52e+00;-4486.38;-8.88e+00;
4485.2;1.05e+01;-4485.2;4.12e+00;
4484.02;-5.52e+00;-4484.02;1.21e+01;
4482.84;-1.05e+01;-4482.84;-3.88e+00;
4481.66;-4.55e+01;-4481.66;2.21e+01;
4480.48;-7.52e+00;-4480.48;2.01e+01;
4479.3;-5.52e+00;-4479.3;1.21e+01;
4478.12;-8.52e+00;-4478.12;-5.29e+01;
4476.94;-6.35e+01;-4476.94;1.21e+01;
4475.76;-1.52e+00;-4475.76;1.01e+01;
4474.58;-2.52e+00;-4474.58;1.17e-01;
4473.4;-1.15e+01;-4473.4;1.01e+01;
4472.22;1.55e+01;-4472.22;6.12e+00;
4471.04;1.35e+01;-4471.04;4.12e+00;
4469.86;1.45e+01;-4469.86;-2.29e+01;
4468.68;-2.35e+01;-4468.68;1.01e+01;
4467.5;1.05e+01;-4467.5;1.31e+01;
4466.32;4.48e+00;-4466.32;8.12e+00;
4465.13;-1.15e+01;-4465.13;-5.59e+01;
4463.95;-5.75e+01;-4463.95;5.12e+00;
4462.77;-1.55e+01;-4462.77;2.12e+00;
4461.59;-1.85e+01;-4461.59;-5.88e+00;
4460.41;-3.15e+01;-4460.41;1.61e+01;
4459.23;-1.15e+01;-4459.23;1.31e+01;
4458.05;-9.52e+00;-4458.05;7.12e+00;
4456.87;-9.52e+00;-4456.87;-2.79e+01;
4455.69;-5.55e+01;-4455.69;6.12e+00;
4454.51;-8.52e+00;-4454.51;1.21e+01;
4453.33;-1.05e+01;-4453.33;1.51e+01;
4452.15;-1.35e+01;-4452.15;-4.39e+01;
4450.97;-4.35e+01;-4450.97;2.61e+01;
4449.79;3.48e+00;-4449.79;2.01e+01;
4448.61;1.05e+01;-4448.61;2.12e+00;
4447.43;-5.52e+00;-4447.43;1.51e+01;
4446.25;8.48e+00;-4446.25;5.12e+00;
4445.07;5.48e+00;-4445.07;1.17e-01;
4443.88;4.77e-01;-4443.88;-3.19e+01;
4442.7;-4.15e+01;-4442.7;8.12e+00;
4441.52;2.48e+00;-4441.52;1.31e+01;
4440.34;3.48e+00;-4440.34;1.01e+01;
4439.16;-5.52e+00;-4439.16;-5.39e+01;
4437.98;-4.85e+01;-4437.98;8.12e+00;
4436.8;4.48e+00;-4436.8;6.12e+00;
4435.62;4.48e+00;-4435.62;-2.88e+00;
4434.44;-9.52e+00;-4434.44;2.01e+01;
4433.26;5.48e+00;-4433.26;1.91e+01;
4432.08;3.48e+00;-4432.08;1.91e+01;
4430.9;-1.52e+00;-4430.9;-1.19e+01;
4429.72;-5.05e+01;-4429.72;1.81e+01;
4428.54;2.48e+00;-4428.54;1.51e+01;
4427.36;2.48e+00;-4427.36;7.12e+00;
4426.18;-2.52e+00;-4426.18;-5.59e+01;
4425;-2.75e+01;-4425;1.71e+01;
4423.82;4.48e+00;-4423.82;1.51e+01;
4422.64;4.48e+00;-4422.64;2.12e+00;
4421.45;-1.15e+01;-4421.45;1.81e+01;
4420.27;6.48e+00;-4420.27;1.21e+01;
4419.09;4.48e+00;-4419.09;9.12e+00;
4417.91;-3.52e+00;-4417.91;-2.59e+01;
4416.73;-6.45e+01;-4416.73;1.21e+01;
4415.55;3.48e+00;-4415.55;1.21e+01;
4414.37;1.15e+01;-4414.37;7.12e+00;
4413.19;1.25e+01;-4413.19;-4.69e+01;
4412.01;1.05e+01;-4412.01;1.61e+01;
4410.83;2.45e+01;-4410.83;1.91e+01;
4409.65;1.45e+01;-4409.65;1.01e+01;
4408.47;-1.85e+01;-4408.47;3.01e+01;
4407.29;-5.23e-01;-4407.29;2.21e+01;
4406.11;-2.52e+00;-4406.11;1.61e+01;
4404.93;-5.52e+00;-4404.93;-1.99e+01;
4403.75;-6.65e+01;-4403.75;1.61e+01;
4402.57;8.48e+00;-4402.57;1.71e+01;
4401.39;1.05e+01;-4401.39;9.12e+00;
4400.23;3.48e+00;-4400.23;-5.19e+01;
4399.08;1.65e+01;-4399.08;1.01e+01;
4397.93;1.35e+01;-4397.93;6.12e+00;
4396.77;1.15e+01;-4396.77;-9.88e+00;
4395.62;-1.75e+01;-4395.62;6.12e+00;
4394.47;1.35e+01;-4394.47;1.21e+01;
4393.31;1.25e+01;-4393.31;1.21e+01;
4392.16;6.48e+00;-4392.16;-3.29e+01;
4391.01;-5.95e+01;-4391.01;1.41e+01;
4389.85;3.48e+00;-4389.85;1.11e+01;
4388.7;-5.23e-01;-4388.7;2.12e+00;
4387.55;-1.25e+01;-4387.55;-3.79e+01;
4386.4;3.48e+00;-4386.4;1.21e+01;
4385.24;-3.52e+00;-4385.24;1.21e+01;
4384.09;-9.52e+00;-4384.09;-8.83e-01;
4382.94;-4.35e+01;-4382.94;1.71e+01;
4381.78;-9.52e+00;-4381.78;1.51e+01;
4380.63;-9.52e+00;-4380.63;1.21e+01;
4379.48;-1.05e+01;-4379.48;-4.19e+01;
