Pos X [µm];X;Pos Y [µm];Y;
4500.55;2.19e-01;-4500.55;1.18e+01;
4499.37;-3.78e+01;-4499.37;1.88e+01;
4498.19;2.19e-01;-4498.19;1.88e+01;
4497.01;-2.78e+00;-4497.01;-2.19e+00;
4495.83;-1.28e+01;-4495.83;2.48e+01;
4494.65;-5.18e+01;-4494.65;2.58e+01;
4493.47;3.22e+00;-4493.47;2.28e+01;
4492.29;1.52e+01;-4492.29;-4.22e+01;
4491.11;7.22e+00;-4491.11;1.98e+01;
4489.93;2.82e+01;-4489.93;1.48e+01;
4488.75;2.02e+01;-4488.75;-1.88e-01;
4487.56;4.22e+00;-4487.56;1.08e+01;
4486.38;-5.28e+01;-4486.38;6.81e+00;
4485.2;-7.78e+00;-4485.2;5.81e+00;
4484.02;-5.78e+00;-4484.02;-1.52e+01;
4482.84;-1.78e+00;-4482.84;1.38e+01;
4481.66;-4.48e+01;-4481.66;1.38e+01;
4480.48;1.92e+01;-4480.48;4.81e+00;
4479.3;1.02e+01;-4479.3;-6.32e+01;
4478.12;-1.58e+01;-4478.12;3.81e+00;
4476.94;-1.18e+01;-4476.94;2.81e+00;
4475.76;-1.68e+01;-4475.76;-1.88e-01;
4474.58;-1.68e+01;-4474.58;2.28e+01;
4473.4;-6.28e+01;-4473.4;2.58e+01;
4472.22;-1.78e+00;-4472.22;2.58e+01;
4471.04;-7.81e-01;-4471.04;-3.19e+00;
4469.86;-8.78e+00;-4469.86;1.68e+01;
4468.68;-4.88e+01;-4468.68;9.81e+00;
4467.5;7.22e+00;-4467.5;8.12e-01;
4466.32;1.32e+01;-4466.32;-5.92e+01;
4465.13;2.22e+00;-4465.13;6.81e+00;
4463.95;1.62e+01;-4463.95;8.81e+00;
4462.77;8.22e+00;-4462.77;8.12e-01;
4461.59;-7.78e+00;-4461.59;1.78e+01;
4460.41;-7.18e+01;-4460.41;1.78e+01;
4459.23;-1.68e+01;-4459.23;1.48e+01;
4458.05;-1.28e+01;-4458.05;-1.72e+01;
4456.87;-1.28e+01;-4456.87;5.81e+00;
4455.69;-1.98e+01;-4455.69;3.81e+00;
4454.51;5.22e+00;-4454.51;-1.88e-01;
4453.33;3.22e+00;-4453.33;-6.12e+01;
4452.15;-1.78e+01;-4452.15;1.48e+01;
4450.97;-3.78e+00;-4450.97;1.68e+01;
4449.79;-7.78e+00;-4449.79;9.81e+00;
4448.61;-1.38e+01;-4448.61;2.68e+01;
4447.43;-6.38e+01;-4447.43;1.98e+01;
4446.25;-3.78e+00;-4446.25;1.28e+01;
4445.07;-2.78e+00;-4445.07;-2.22e+01;
4443.88;-6.78e+00;-4443.88;1.38e+01;
4442.7;-2.48e+01;-4442.7;1.28e+01;
4441.52;2.22e+00;-4441.52;1.08e+01;
4440.34;7.22e+00;-4440.34;-4.12e+01;
4439.16;-6.78e+00;-4439.16;1.78e+01;
4437.98;1.92e+01;-4437.98;1.68e+01;
4436.8;2.12e+01;-4436.8;3.81e+00;
4435.62;1.62e+01;-4435.62;2.38e+01;
4434.44;-4.28e+01;-4434.44;2.28e+01;
4433.26;1.12e+01;-4433.26;1.78e+01;
4432.08;8.22e+00;-4432.08;-2.32e+01;
4430.9;2.19e-01;-4430.9;1.28e+01;
4429.72;-2.78e+00;-4429.72;1.08e+01;
4428.54;1.22e+01;-4428.54;4.81e+00;
4427.36;7.22e+00;-4427.36;-4.72e+01;
4426.18;-1.98e+01;-4426.18;1.88e+01;
4425;1.22e+00;-4425;1.88e+01;
4423.82;-7.81e-01;-4423.82;4.81e+00;
4422.64;-5.78e+00;-4422.64;1.68e+01;
4421.45;-6.98e+01;-4421.45;1.58e+01;
4420.27;1.22e+00;-4420.27;1.68e+01;
4419.09;1.22e+00;-4419.09;-2.62e+01;
4417.91;-4.78e+00;-4417.91;2.48e+01;
4416.73;1.92e+01;-4416.73;2.18e+01;
4415.55;2.32e+01;-4415.55;9.81e+00;
4414.37;2.72e+01;-4414.37;-1.22e+01;
4413.19;-7.81e-01;-4413.19;1.38e+01;
4412.01;2.92e+01;-4412.01;1.58e+01;
4410.83;2.22e+01;-4410.83;2.81e+00;
4409.65;1.12e+01;-4409.65;2.38e+01;
4408.47;-5.38e+01;-4408.47;2.38e+01;
4407.29;1.42e+01;-4407.29;1.78e+01;
4406.11;1.82e+01;-4406.11;-2.92e+01;
4404.93;7.22e+00;-4404.93;1.38e+01;
4403.75;1.92e+01;-4403.75;1.08e+01;
4402.57;5.22e+00;-4402.57;3.81e+00;
4401.39;-7.78e+00;-4401.39;-1.32e+01;
4400.23;-3.68e+01;-4400.23;1.98e+01;
4399.08;-8.78e+00;-4399.08;2.08e+01;
4397.93;-7.81e-01;-4397.93;1.81e+00;
4396.77;7.22e+00;-4396.77;2.28e+01;
4395.62;-4.78e+01;-4395.62;2.08e+01;
4394.47;2.52e+01;-4394.47;1.48e+01;
4393.31;2.32e+01;-4393.31;-4.22e+01;
4392.16;7.22e+00;-4392.16;1.68e+01;
4391.01;2.12e+01;-4391.01;1.78e+01;
4389.85;1.52e+01;-4389.85;9.81e+00;
4388.7;1.12e+01;-4388.7;-8.19e+00;
4387.55;-2.08e+01;-4387.55;1.58e+01;
4386.4;1.72e+01;-4386.4;1.28e+01;
4385.24;1.42e+01;-4385.24;-9.19e+00;
4384.09;7.22e+00;-4384.09;1.28e+01;
4382.94;-6.18e+01;-4382.94;1.28e+01;
4381.78;-7.81e-01;-4381.78;7.81e+00;
4380.63;-2.78e+00;-4380.63;-4.92e+01;
4379.48;-1.38e+01;-4379.48;6.81e+00;
4378.32;7.22e+00;-4378.32;8.81e+00;
4377.17;-7.81e-01;-4377.17;6.81e+00;
4376.02;-3.78e+00;-4376.02;-3.19e+00;
4374.86;-4.58e+01;-4374.86;2.98e+01;
4373.71;4.22e+00;-4373.71;2.88e+01;
